responses,quality
yeah and that might be another a good automatic thought or adaptive response to that on that thought is that I've always managed overcome this and it hurts but managed overcome it,1
I kind of taken charge like that and being assertive that might help reduce that automatically,1
so I'll see you again in two weeks which will give an opportunity,1
and then we'll see how things start with that and we'll move from there,1
so I'm hearing the good part about drinking is that it keeps you calm and I'm also hearing the downside about it is that you started wanting spenders and your family get a bit concerned it must be tough so what is that like for you,1
yeah so you kind of use it as a way to shift your mood a little bit yeah okay and so what what do you what would you like to do what would you like to change,1
okay so you noticing that it's kind of a little too long and so you want to find an alternative means of coping or trying to relax,1
so on a scale of zero to 100 how important do you think it is for you to make this change,1
okay so around 50 and on a scale from zero to 100 100 how confident are you in making this change,1
the good side of it is that you understand that you need help and I think that's awesome really really good for you to have that insight so I'm hearing that you're not that confident okay so from from 0 to 100 where are you,1
so in terms of importance you're around 50 in terms of confidence it's less than 50 so I'm hearing that it's important you know that it's important for you to make that change but in terms of confidence you're not that confident okay so what do you think it would take to help build that confidence,1
so I'm hearing that you you would like someone to help keep you accountable and also to help encourage you and motivate you towards making this change and and this is the reason why you mentioned your belief system before and if I if it's okay if I may ask your permission what the people at your church be some of the people that you can turn to for some of the the accountability and you know help motivate you to change,1
right so I hear you say I want to get right and I kind of hear that willingness to want to change can you tell me 103 best reasons for you to make this change,1
okay so some of the things I'm hearing is that you might want to do it for your mother and I'm hearing that you would want to achieve this you're maturing on in life and so for you and what's another one,1
some hearing when you wake up you've had a drink in the morning right before breakfast,1
and by that time you're calm and you're loose and anything you just get a little belligerent okay it's causing you to get kicked out a lot of places you know and I'm hearing them you're saying that that's no way to live and so you no longer want that yeah and the good the good thing about what I'm hearing is that you have friends,1
well care enough to notice what's going on and bring it to your attention by recording you,1
and something your buddies have in common right,1
yeah and so help is available I have a few substance abuse places that I'd like to refer you to and maybe some hey have you heard of alcohol Anonymous meetings as we mentioned before support group and your church as you mentioned so these are the avenues that you said you would like to go into,1
absolutely absolutely it definitely helped me with strategies and you know a lot of affirmation and helping you to get there control that you said that you wanted these are definitely some and great place is to go into to help you get your life back sound like what I'm hearing you say,1
okay so we've talked about where you are in terms of wanting change we talked about where you act as far as feeling confident in change we also discussed a little bit about the reasons why you want to change the three reasons you mentioned your mom you mentioned for yourself you mentioned your health in the session we also discussed some avenues that you may take in terms of getting that support that you want we talked about your belief system a little bit we talked about church we talked about referrals in places that you may be interested in so you talked about a lot and I want to hear from you how is this going for you how how was the session been going for you in the past the last session that we had before,1
yeah well thank you I'm glad that you have had a wonderful experience in terms of speaking with me today and I'm glad that you've also decided on what you want to do in terms of making those changes for your life and I'm glad that I can I can be a partner in helping you to achieve those things I really really appreciate it so if there are any goals that you would like to achieve for our next session or in the future,1
yeah yeah wonderful session okay we'll go ahead and schedule those referrals,1
so the marijuana has real value for you but you don't want to see going ,1
you take the marijuana for any other reason other than to help with the anxiety ,1
so and you may not be able to answer this question but if you didn't have any anxiety would that change your motivation to use marijuana,1
so sounds like a real passion for this type of work and and really the big obstacle here is this marijuana ,1
yeah it's a predicament yeah you're kind of weighing both sides of this right now I'm wondering do you have you think you have like a physical craving for the marijuana ,1
so you're really using it recreationally and as an anti-anxiety agents ,1
so if you were I know you didn't have great success before in therapy we want to combat anxiety but if you were being treated for anxiety and working that job which seems like you would really like do you think you would be able to stay away from marijuana,1
would having the job that you're passionate about reduce your anxiety ,1
you're frustrated marijuana is illegal yeah it's yeah at the same time it's the reality you're living it right yeah it's I think it will be legalized and like in the state in a couple years but until the end like I mean I can't wait that long to start start working so ,1
until then you still need to address this dilemma ,1
so you have choices here right you can continue to use marijuana and take the job right and that seems like something that has some advantages for you but some some disadvantages right because you would really like that job,1
so what do you think you are in terms of making this change you feel motivated to take some steps toward it ,1
so you definitely say you definitely need it so you can't give up the marijuana unless you have some other available alternative that would help with that anxiety right that's that's key to you to make this change yeah but at the same time that would be ideal because then you could take the job,1
so with anxiety reduction your chances of stopping marijuana increase and then you could take the child that you want yeah yeah I've been notably the best best outcome is that the outcome you would most want,1
so here's what I'm thinking and let me know what you think about this when you come back next week right what if we start looking at this anxiety if we start you know I start treating this anxiety you know I see if we can get it reduced and kind of work from there because maybe when you start to feel if that works and that anxiety starts to abate it sounds like it'll just be easier for you to stop the marijuana usage yeah what kind of time frame are you on terms of taking this job ,1
so you're fortunate in the sense that the turnover is high right because it gives you opportunity to apply later on so do you feel like you could invest in that plan let's work on the anxiety see what happens with marijuana see if we can reduce your usage of it or have you stopped that all together and then kind of move toward this job ,1
alright so the next time you come in we'll start talking about the anxiety and let's see what we can do about that move from there all right yeah it sounds good that's good thanks Scott thank you  ,1
yeah I mean and I thought a lot more about it this week after I mentioned it last week but a joke I was telling you about Jill my coworker and you know she was kind of bothering me in the past couple weeks but really this this past week was like the worst right so she's not doing her paperwork and the thing is is that she has to do these reports in order for me to do my reports so if she doesn't have hers I can't do mine and then I can't get mine out in time for the next person to do their it's a mess the whole thing's a mess and it's just it's annoying me,1
yeah yeah it definitely is and it it's one of those things that like you know has it gives me a bad a bad evaluation you know like it if I'm not eating my stuff in in time then it reflects negatively on me you know and it's it's all kind of she's she's the first level you know and then all the other levels are kind of dependent on her turning things in on time so she doesn't then I don't then the next person and so forth,1
right yeah and my boss doesn't like it my boss's boss doesn't like it so forth you know and I try to explain to them you know she's the problem but it doesn't always I don't always have the time to go up and tell them like here's what's happening or it just somehow it doesn't come out,1
yeah and that's pretty annoying too because you know it's one thing if people get mad at me but then I'm able to tell them why I'm not doing my job like I'm supposed to but it's another thing for them to get me into me not realizing my fault you know,1
yeah I did I do that's the thing but I can't always get it out you know I can't always tell the person that's has the complain about and yeah I mean I tried talking to my my boss and I tried talking other people too you know but really hasn't gotten anywhere,1
yeah yeah I mean I talked to Jill a little bit about it too you know and I tried to ask I tried kind of gently reminding her you know like such-and-such needs to be turned in by Tuesday at 12 o'clock yeah I didn't want to be real abrasive you know but I I tried to remind,1
yeah yeah and it didn't didn't really seem to work because it's still happening,1
no it really hasn't and and that's just I feel like I've tried everything that I could try you know and even like I came home and I was talking to a friend about it and I was trying to think of other solutions right you know I was trying to think like what else I could do what else I could say who else I could talk to things like that you know and I mean my friend you know he was listening in staffing had some good suggestions but it he didn't know what to do either like cuz he doesn't know the way the company so like I got nothing,1
yeah not at all feeling pretty lost with it and then I wish it was just like a clearer way to do things like this is what you should do now and I don't see anything,1
yeah yeah but I yeah I don't I don't see a way to go about it I mean I so I right so this is the way I lay down my mind I tried talking to the people above me mm-hmm didn't work out the way I thought it would I tried talking to the people below me so to speak just lower on the before me in the process that's what I mean and that didn't work out which it's just Jill and I talked to her and that didn't work so like there's nowhere else I could turn,1
you've thought about a letter but who would you send it to,1
so everyone will hear your complaint and maybe react in a way to help you,1
it feels better now as you're contemplating and another potential Avenue here,1
well this might be a good place to wrap this session up that feels like the right move for you,1
and well schedule so I see you next week and we can pick up from there,1
for coming in um so I'm not sure how much you know already about sort of what you're doing here if it's okay I'll give you a little rundown so basically we're here I'm just going to talk to you for a little bit about sort of what your goals are for your life get to know you a little bit better and talk about some different behaviors that you might be engaging in it's not my job at all to judge you or to try and change you you know basically I'm going to talk to you about how things are going any changes you might want to make in your life how I could help you with that and just what I can do that's going to be most beneficial for you that's not okay all right so I guess just to get started can you tell me a little bit about yourself,1
okay and what kinds of things do a plan for your life ,1
yeah so kind of keeping your options open yeah definitely great and you have an idea about what you might want to study or yeah maybe I'm pre-law oh wow okay that's exciting ,1
yeah all right cool um what do you like to do for fun ,1
yeah and you have a lot of friends or a few close people or ,1
so um it sounds like in general your things are going pretty well for you how are your grades right now um they're pretty good a zombie's so ,1
well one thing I want to ask about is you know different people have sort of different values or things that are important to them they might you know be really close with family or really have you know their friends as being something particularly important I'm going to show you just a few things on this sheet and if you can look more so there's things like belonging community cultural identity family friendship modesty religion respect self-determination and spirituality which of those do you think is sort of important to you ,1
okay what's important to you about your family ,1
wanting to be part of a group yeah kind of okay great all right well one of the things I want to talk about is you know you mentioned that you like to go out with friends and party and that sort of a thing and I'm curious when you're at the parties do you ever have any alcohol ,1
okay can you tell me a little bit about how alcohol fits into your overall social scene ,1
okay you're kind of getting pressure from other people who are drinking and it feels easier for you to hold a drink ,1
how often do you think that you are one or two weekends of the most very much so,1
one or two weekends a month you're in a situation where there is alcohol yeah okay and what sort of situations are you in ,1
yeah are you ever places where there are parents around or are mostly just just with the kids ,1
yeah do you ever go anywhere in a car after you've had any alcohol definitely no I've never drunk driven and I've never been in a car with a drunk driver ,1
so that's something that you've sort of made a decision about that sounds I know that's extremely dangerous okay what do you know about how that's dangerous,1
you're really trying to be safe and and make sure that you're not putting yourself in those situations that's great you know it's it's tough to do sometimes and I really commend you for being able to to stick with that yeah so you mentioned you pretty much will like hold a drink or maybe have a drink or two what do you thinks the most alcohol you've ever had in in one day ,1
what kinds of things do you like about alcohol um,1
mm-hmm so it just kind of makes you feel relaxed yeah okay relax okay anything else ,1
so you've seen a lot of other kids you had some consequences and decided that's not for you yeah ,1
got it I can understand that any other things that you can think of ,1
okay well so you know as someone who's not  yet it is underage drinking is something that's not legal and it is something that is considered pretty risky so I'm wondering what you think about that just in terms of how it fits into your life ,1
so it's kind of something that here it's just there it's just there okay and I'm curious you mentioned you know your friends are important to you and your family's important to you sort of fitting in as important to you and how does alcohol play a role with that ,1
so from your family perspective the drinking is not something that fits very well yeah and with friends you feel like it's easier to hang out with alcohol or maybe you wouldn't have as much fun or your friends wouldn't like you as much ,1
well when you think about your drinking and sort of looking forward and five years or ten years how do you think that drinking might fit in with your life ,1
can you expand on that a little bit more what do you mean ,1
so the alcohol is something that might make it harder to reach your goals yeah definitely so when you're sort of looking ahead how often do you think you might be drinking say when you get to college ,1
so you sort of have a plan to cut back on your drinking eventually how might that go ,1
yeah you don't feel the need to make any major changes but you feel like you could make some adjustments that doesn't get ya that's a good word okay how important is it to you to make some adjustments to your drinking on a scale of one to ten where one is not at all important not something you're thinking about and ten is the most important thing ,1
why did you say five or six rather than like two or three ,1
yeah okay and how confident are you that you could make a change if you decide you wanted to on that same scale ,1
so what number do you think you'd say um on the scale ,1
why'd you say eight or nine rather than even like five or six ,1
it sounds like you do have sort of a vague plan to make some adjustments in your drinking at some point yes and it's moderately important to you it's something you would like to do because you have these big goals for yourself and you actually feel very confident that you could be successful with it what sort of goal do you think might be good to set for today ,1
do you feel pretty confident that you could just stop completely ,1
what might be some benefits of falling through with that goal ,1
it's it sounds like you're actually pretty comfortable with setting a goal of not drinking any more at least at the next party and seeing how it goes yeah okay do you think it would be alright if we met again to kind of check in on how it goes and see if it's working out for you yeah that would be okay alright great and then ,1
it sounds like some of the benefits you're expecting are health benefits having an easier time with achieving your academic and career goals and just sort of not having to deal with some of the consequences that your peers do right okay well very good is there anything else that you think would be important for me to know,1
that's a great question so a lot of times kids who are trying to cut back it's harder if their friends are still drinking and one of the easiest things is trying to have more activities that don't involve alcohol but of course that's harder if you're not the one planning so some of the things that can be useful if you're at a party say and there's already alcohol there and there are other kids that maybe aren't your closest friends some of the things that I would recommend since you're interested are you know carrying around a different drink that looks like it has alcohol in it so you know even carrying an empty beer bottle or beer can or you know if people are having a mixed drink just having the coke say without any all mixed into it often having anything in your hand is a good barrier for people who are trying to offer you alcohol because you already have something in it kind of prevents them from trying to stuff something else in there do you think any of those things might work for you ,1
okay what about in terms of talking to your friends about it have you thought about how you might approach with them or is that something else you'd like some tips about about telling them about your plan too I need to stop drinking I was just planning on playing them that I don't really want to drink anymore that wasn't me uh-huh no your friends would be pretty comfortable with that yeah I mean now it's my closest friends for sure okay great any other concerns or questions anything else I go but no I think I'm okay okay so then like I said I'll try and see if we can meet up maybe in a few weeks and see how it's going and then if things are going great then fantastic and if you run into any stumbling blocks and we can maybe problem solve together okay great that's sound okay yeah all  ,1
you in summary the minnesota state mankato security report states that you were stopped on Stadium Road last Friday cited for driving under the influence and then you are transported to detox plus you're only 21 years old is the report accurate,1
ok behavior like this could get you suspended doesn't that concern you,1
what were you thinking when you got into your car after having six beers you could have caused an accident and killed somebody,1
you need to take responsibility for your actions do you keep partying like this your problems will only get worse you're likely to face costly legal citations for grades health problems getting kicked out of school and disappointing your parents you don't want that to happen do you,1
your behavior is now a Minnesota State University expects of its students if you want to be a student here you'll need to show that you're able to follow our rules do you think you can do that otherwise you'll be suspended,1
okay well your sanction is you'll be placed on university disciplinary probation and you'll have to attend an alcohol education seminar that will cost you one hundred and fifty dollars also disciplinary action is progressive and cumulative meaning that any further violations will result in suspension for one semester or longer,1
in summary the minnesota state mankato security report states that you are stopped on Stadium Road last Friday excited for driving under the influence and you're transported to detox plus the report lists your ages twenty Dillon what is the accuracy of the report and can you share with me some details leading up to the incident,1
you decided to drink more than you intended because you were disappointed at how the Vikings were playing and when your roommate couldn't give you a ride home you decided to drive yourself home did I get that right,1
yeah I understand that your intention would have a good time while watching the game with your friends you didn't think about what could go wrong when you drink alcohol underage because you were at your friend's house not a big party and you made an effort to be safe by finding a ride home,1
dawn you told me what brought you here today what do you think the problem really is,1
sounds like you attribute your current situation a bad luck if that's what you believe and you don't attempt to make any change in your behavior what consequences might result,1
how important is it that you avoid future problems with the police or school villain,1
yeah what would you be willing to do to prevent going to detox again and getting suspended,1
on a scale of one to ten how confident are you that you'll be able to follow through with that plan with ten being very confident,1
what steps could you take to move that six or seven or eight,1
in what ways might your life be better if you succeed in making the changes you mentioned,1
College is all about making choices can you tell me about your beliefs and values that influenced your decision making and how do those beliefs and values align with the decisions you plan to make about drinking,1
thanks for coming in for participating today your sanction will involve being placed on university disciplinary probation and attending an alcohol education seminar that will cost $150 RS,1
hi I'm Amy the pharmacist so I understand you have some questions,1
sure why don't you tell me a little bit about what you're thinking how soon you'd like to quit and why you want to quit,1
that's correct quitting would be important for you and it will reduce your chances of having heart problems,1
hmm I'd be happy to do that first tell me exactly which products you used and more importantly how you use them,1
based on what you've told me it sounds like you didn't get the full benefit of the product a few pieces of gum won't get enough nicotine into your body to make you comfortable you need at least nine pieces a day for it to be effective and it has to be used in a very specific way not chewed like regular chewing gum,1
as for the patch sounds like it worked for you you just didn't stay on it long enough we recommend 10 to 12 weeks and this gets enough nicotine into your body to help reduce most of the withdrawal symptoms while you work on learning to live your life without cigarettes you were able to quit for a week with it so it seems like it might be a good choice now but there are others as well,1
well that's understandable but you should know there are new flavors that my patients say tastes better to be honest all the medications are effective it's just a matter of what you prefer you've already tried the patch there's also a nicotine lozenge a nasal spray an oral inhaler in tablet form we have bupropion which you've probably heard called zyban and there's a newer medication varenicline or chantix,1
sounds like a good choice for you and given that you have some experience with it and you know that it works for you um how many cigarettes do you smoke a day,1
okay so you'll want to start with the 21 milligram patch for six weeks and then the 14 milligram patch for two weeks and then the seven milligram patch for the last two weeks it's pretty easy to use in the morning of your quit day I want you to put one patch on a hairless part of your upper body and leave it on for 24 hours and the next morning you take that off you put another patch on in a different location you want to switch site so you don't get any skin irritation if you have trouble sleeping you can take it off before you go to bed you read the directions on the box and if you have any questions let me know,1
one more thing there are two parts to smoking so there are two parts to quitting it's an addiction to nicotine and a habit the patch will take care of the physical addiction and help with the withdrawal symptoms but you'll have to make changes in your behavior if you want to stay quit for good,1
that's perfect our stay quit line is excellent and convenient so let's talk about picking a quit date and we'll get you set up with a box of patches,1
so where you said you'd like to start Sal is talking about your asthma and specifically about your dog and how one is affecting the other,1
hmm so what can you let me know or or what do you know about your asthma and the things that affected or might make it worse,1
okay and that your pet has never been mentioned as a concern,1
hmm yeah and I I can see that you've already worked hard to make some changes you've almost quit smoking you're just down to your last couple of cigarettes and you're not even smoking those in the house and your house is totally smoke-free,1
okay and you have also thought about cutting back on alcohol and and I think you mentioned done done a little bit towards that,1
okay so now almost like that's not good enough like now you have to douse the dog and I mean and now what what's next,1
so I mean there is certainly a lot of evidence that pets in the home and the dander from their fur can make asthma worse but I wonder what are your experiences with Oscar you know when he's in the house or maybe sleeping near you or you're around him what happens with your asthma symptoms,1
hmm so it doesn't make total sense to you that that it's all Oscars fault and then that's the only solution,1
I guess I also wonder whether regardless of if your asthma symptoms are connected to Oscar that may be part of you feels like it's worth it because he's been such a big part of your life for so long,1
mmm yeah and and in the end you know whatever you whatever you do about Oscar about your asthma about all the other things that we talked about on that agenda setting worksheet I mean you are in the driver's seat salad it really is your choice,1
there's a lot of decisions and a lot of change with your wife with the new baby and and now thinking about looking after your health and wanting to be healthy for your wife and your baby,1
mm-hmm so what what would need to happen or how would you know when you win or if you ever did have to make a decision about whether to keep Oscar with you or not,1
oh yeah and it got the feeling that it's something that you want to think about that this is a really big decision and it's not one that you're gonna make in a hurry,1
so right now you're seeing that it's a part of your life it's been a part of your life off and on for 18 years it's become a more important part of your life because you found yourself smoking at times that you thought I'll never smoke then,1
and your worry is that if you stop you will end up gaining weight so I'm hearing this kind of list of things that don't feel so positive about stopping I'm wondering what else might be on that list,1
mm-hmm okay yeah so added to the other other list is they're having to go through the withdrawal the unpleasantness of that,1
what else might be on the not-so-good side about smoking and that's talking,1
so so tell me what that feeling of disgust is what are you disgusted about,1
yeah well it sounds like there's some judgments in there right so it sounds like probably you're having some judgments like I'm feeling really bad yeah,1
but but you did say it more descriptively which is great which is you're feeling uncomfortable right now,1
yeah and I can totally understand how you get to there if you're thinking I'm feeling fat I'm going to get fat you know it's an easy place to get to okay,1
but I feel like we're missing something too because I don't think it's just discussed I think there's another primary emotion in there what do you think that might be,1
I think that's exactly right that's what I'm seeing you know I see you kind of curled up over there you know you have a very worried face you know and you're having a hard approaching it I think I think that's absolutely right that you're feeling fear and I want you to know that makes a lot of sense to me you know when's the last time you've eaten cheesecake,1
I know it's been it's been a really long time he certainly didn't need it all through you know when you were really stuck in your eating disorder you know I used to,1
and so you've been avoiding food like this for so long that it totally makes sense that you're feeling fear,1
and you had said this is one of the hardest foods for you so that makes sense to me,1
that's what what what is that it's a big Wobbuffet,1
yeah exactly you know I'm not gonna let you get away with saying stuff like that all right,1
so because that's just not going to be helpful right now so what I'm wondering is since we know that it's fear that we're dealing with maybe if we can do some opposite action to that emotion do you remember what I mean by opposite action,1
right exactly so you know fears associated with that urge like you said to run out the door so instead of running out the door we want you to approach the thing that's scary which is this cheesecake right now right,1
okay so I see how hard it is for you and I honestly it's hard for me to watch and I wish I could just take that away but as you know the reason opposite action is so important is if you if I just take that fear away by saying no more cheesecake it's just going to make you more fearful the next time you come in front of some kind of food that's tough for you make it work yeah so by doing this hopefully over time your fear all go down okay,1
so can we have the fear right now and still take a few more bites all right,1
no I wouldn't imagine it would but you did perfect opposite action right there which is you are feeling really uncomfortable and I can tell that but you still did it,1
okay so this shows me that you can do it so let's try again let's take a breath and then we'll go back and do more opposite action,1
hi Lucy nice to see you today how you been going,1
great I'm just fully get started has anything changed with your medical history since I last saw you like any new medications or serious operations,1
great and is anything maybe worrying you about your teeth or your gums today,1
mmm well let's lie you back I'll pop some gloves on and we'll have a little look Lucy it definitely looks like you need a filling um I'd love to help you figure out why you've got this new hole in your tooth do you mind if I ask you a few questions so we can try and figure it out,1
great well here's a risk assessment form it's just a few questions that might help us figure out what the problem might be,1
great yeah it says here that you're drinking soft drinks in between meals what do you know about the effect of soft drinks on your teeth,1
that's right um the bacteria in your mouth can use the soft drink to create acid that eats into the tooth surface and causes the holes the more that your teeth are coated in the sugar the more likely it is that you'll develop a hole did you know the one can of soft drink can have 10 teaspoons of sugar in it,1
yeah I understand it does sound like you're worried about getting holes in your teeth though there are a few options that you can do to help improve how you consume sugar would you like to hear about those,1
yeah probably drinking soft drink you could try drinking it all in one go instead of sipping on it or you could try drinking just at mealtimes instead of in between meals so does either of those sound like they might work for you,1
great I'm in Romania to get a break from the sugar I sort of on a scale of 1 to 10 with 10 being the most how motivated do you feel you are to make this change,1
great and you maybe have any ideas that you could implement to help you avoid having soft drinks in between meals,1
great that's a really good strategy and waters great for you too umm you can also try chewing sugar-free gum I mean is that something you're interested in,1
okay cool well look I'll put a little note in your file and the next time I see you if it's okay I'll check how you're going with avoiding soft drinks between meals,1
thinking that wait so why are you here today it'll be a any specific reason sir,1
oh that's actually very common today with medications doing it by a natural healthy lifestyle so she said you have text red beans did she tell you anything about that or I will level are we right now with the understanding of what type 2 diabetes is,1
well I'm here for you so what type 2 diabetes is is in your body that working called your pancreas secretes this insulin excrete hormone called insulin and what the insulin does is takes up the glucose that's in your blood it brings it into yourselves that they use for energy and in your case your body is still producing insulin but it's just not either producing enough or it's having trouble getting it into the cells for various reasons or you're producing it it's just not working your body loses insulin resistant right now so do you know why your cells need the glucose,1
yes exactly it's due form of energy and your brain needs a minimum level of glucose to function along with all your other organs so by not getting that insulin or by not getting the glucose into yourselves there's some sense there's starving going to ketoacidosis a lot of complications can happen with that so it's very important to maintain blood glucose and control your Sugar's with a type 2 diabetes,1
yes that's a very good cause of it so yeah that's perfect so well let's talk about your daily routine in your diet and see how that plays into it right now so what do you do on a normal day or what times would she be okay,1
okay so have you ever considered maybe trying to buy like different made whole grain bread or whole grain pasta,1
okay okay so you know that you need to not control your blood glucose levels right to maintain the healthy lifestyle so what are your goal is to try and do that or why why would you want to do that,1
so and then the exercise that's going to help by reducing the adipose tissue around your cells which will make it easier for the insulin to pick up the glucose and bring it into your cells so losing weight is always a key part in maintaining diet or helping to control diabetes and even if you're not necessarily using weight doing the exercise one really help you gain more muscle mass which what is the bad news and both is just another word for fat is it late with that around yourselves adipose tissue is that too soon yeah so okay so we've gone over some brainstorming ideas so let's pick some two or three things that we can really focus on so for next time maybe we can hopefully see a little luck because um before I said the doctor happened to give you a glucose meter do you know what that is or,1
that is what are you prick you maker yes and that will tell you what your blood glucose is so remind me at the end of thing and we can give you one of those if that sounds like a good option and then we can start having blood glucose readings and that will also manage your blood sugar that's a way to,1
well that will let you know where your blood glucose is so say in the mornings generally your blood who was this putting much lower because you've gone all night not having anything to eat you're gonna start the day fresh but at night it's kind of obvious that you've got all day you're eating you're tired your body's gone through a rough day your blood Sugar's public we're generally much more higher so if we have glucose readings say next time when you come in we can say see where you're at see if they're generally starting to decrease of what we're doing is helping or not and then you can go from there always and hopefully that will help so you won't have to run the medicine,1
usually we want to try and keep your blood Sugar's under 100 and especially in the morning waking up not having anything in your system I know 100 be a good number at night of course it's going to be a little bit higher so 120 80 would say we're trying to keep anything under there and you know what if you mess up and they're higher that's okay because things happen you may have wanted to go to a party that day eat a cake you know anything so things are going to fluctuate but if we come back and you generally have lower glucose that's as much that's very good sign much better for your body so so okay so I'll call these pretty serving things what do you think we can what are like two or three main things that you choose that you will focus on,1
yeah and you always don't have to switch by it over either we can say go to the grocery store this time by white bread the next time I buy whole wheat bread or make your pasta half white half wheat things like that under sandwiches maybe one slice of white bread once it's we brighten everything up whatever work for you and also does your husband eat well or,1
okay so that's perfect do you think it's a good support,1
yeah exactly and you know what maintaining your health and maintaining his health is just going to better the both of you anyway so it's always nice to have someone to help support you and what you're doing and going on the walks,1
and if instead of staying or going on a walk everyday maybe you can go every other day with him but it's a learning process so you don't have to jump into everything right away as long as you're taking the initiative now and trying that's always what's gonna help so if it goes wrong it is okay so let's go back and summarize what we've decided you know some be the three goals that,1
okay perfect and do you what times do you think will work good for testing for you or do you have an idea of how you'll like keep a journal maybe or,1
in the morning and then you'll know what you are for the day you go from there they said that sounds good to me so you seem very motivated and excited like you want to get better and that's always a good sign,1
I agree that's yeah it's a mingle a lot of people healthy lifestyle so okay do you plan on coming back and see an appointment for next time or,1
okay does three months okay and that way we can give you a long time because well look at your anyone see again your anyone see is a measure of how sticky your blood is basically and so it's a three month measure so you would take it two or three months it'll tell you how much sugar and stuff on to the red blood cells of your body basically so we can see if it's higher or lower it'll tell how you're doing and so,1
that would be a good indicator where you're at next time I see you,1
yes there it goes okay hi I'm Sheila I'll be your pharmacist today um first can you describe by your name and birth date,1
okay that's good enough I just wanna make sure I have the right person and so I have three things for you today is that when you're expressing,1
okay I just wanted to take a minute and go through these with you all right okay great I was like - these are results for you we have the Lance's insulin which is your long-acting insulin and then we have the metformin catalyst cannot look like what you've been picking,1
okay great and so I'm how do you be using these,1
okay great and then on this it says 48 units are you still taking that much or,1
okay and have you noticed any side effects or any problems with these but I can help you in,1
okay all right well it looks like they decided to add another influence and so what this is is novalog which is also called a smart insulin looks like um this one is one that you're gonna actually I should rephrase that and what did your how did your doctor tell you to take this,1
right okay great and um why did your doctor amasses,1
alright okay great so um you're right you're going to use this with meals and you're going to actually try to get before you eat so that may be a little bit difficult because you're going to estimate how much carbohydrate you're going to eat before you actually eat it so it might be a little dicey at first um try to help you with that um what did your doctor tell you to expect with the medication,1
okay now with insulin there's some things that we'd like to that sometimes can be a problem too like hypoglycemia have you experience animal,1
oh okay great and usually keep something on you then okay it's going to be even more important now that you're going to be doing it so basically you're going to start with the one unit for 15 grams of carbohydrate and that might be a little bit abstract for you so I don't know if you've ever done carb counting before so I got you some information um this is just a general like nutrition facts thing that you would see on a food label,1
so they make it really easy for you guys it just says right here a total carbohydrate so this is per serving though so I wanted to draw your attention to the top where it says it's serving size is you might have to do a little bit math here like on this one a serving size is one ounce but there's four servings in there bad,1
if you ate the whole bag you would have to multiply this by 4,1
umm right for a unit right because this is almost 15 or,1
right so you would use for a units of insulin to cover a full bag of it so that's how you do the math,1
now unfortunately this is more of a general average and since you're just starting on it it's probably not going to be realistic so what you're going to want to do is monitor this monitor your blood sugar and any type of like thing you can sense that you have when you first start this is um mainly a really like a range and some people leave one unit for like 9 grams and cards and some people need one unit for like 30 grams of carbs so it's really going to be dependent on how sensitive you are to insulin,1
yeah you might have to go up or down just depending on how you react so what I would suggest is keeping like a log with you I don't know if you're logging your blood sugar reading and like a paper log or if you're just keeping it in your letter,1
yeah it might be good idea to have like a moment of madness you just when you get started so you can kind of figure out exactly how many units you need per amount of carbs just as far as what you respond to yeah,1
you know this is just another little thing about when you first start getting used to counting carbohydrates just grant information for you so um I know you've been on the Lantis and it's an injectable how have you been doing the injection,1
okay now that we're adding another influence you're going to be adding three more injections a day perhaps so I gave you a little chart here there are other places on your body that you can inject other than your abdomen so it might be a good idea because you really do want to rotate by Senora tation okay um so you're pretty familiar with how to use a syringe then,1
okay you have a sharps container at home to secure the needles great okay so just to refresh they're only going to be using a couple of units at a time with this so I'm each each mark on here is a one unit and it goes up to 50 so pretty easy at least it's not done by twos or anything,1
